Search,Title,Location,Salary,Description,Skills,URL
Big Data,"Big Data Engineer - Scala, Hadoop, Spark","Austin, TX","['130', '175']","If you are a Big Data Engineer with Scala, Hadoop and Spark experience, we would like to hear from you!  We are an engineering services company working with leading technology companies to develop a high performance data analytics platform that can handle petabytes of datasets.  If  you  are a truly talented Big Data engineer with super skills in Scala, Hadoop and Spark, and you are looking for an opportunity to help design and implement an amazing Big Data solution that will be deployed on a massive scale, this is your chance!What You Will Be Doing- helping design and develop Big Data analytical applications- designing, supporting and continuously enhancing the project code base, continuous integration pipeline, etc.- writing complex ETL processes and frameworks for analytics and data management- implementing large-scale near real-time streaming data processing pipelinesWhat You Need for this Position- 4+ years of Big Data experience- Bachelor's degree in Computer Science or related field (Master's degree a PLUS)- strength with Scala- strong knowledge of Hadoop and Spark- experience with data mining and stream processing technologies (Kafka, Spark Streaming, Akka Streams)- experience with version control systems, particularly Git- desire and ability to quickly learn new tools and technologies- understanding of the best practices in data quality and quality engineering- knowledge of Unix-based operating systems (bash/ssh/ps/grep etc.) - a PLUS- experience with Github-based development processes - a PLUS- experience with JVM build systems (SBT, Maven, Gradle) - A PLUSWhat's In It for You- competitive salary- strong benefits package- great work atmosphere!So, if you are a Big Data Engineer with Scala, Hadoop and Spark experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Big Data
                                    
                                
                            
                            
                                
                                    
                                    Scala
                                    
                                
                            
                            
                                
                                    
                                    Hadoop
                                    
                                
                            
                            
                                
                                    
                                    Data Mining
                                    
                                
                            
                            
                                
                                    
                                    Kafka
                                    
                                
                            
                            
                                
                                    
                                    GIT
                                    
                                
                            
                            
                                
                                    
                                    Unix
                                    
                                
                            
                            
                                
                                    
                                    Akka Streams
                                    
                                
                            
                            
                                
                                    
                                    Maven",https://www.cybercoders.com/big-data-engineer-scala-hadoop-spark-job-424237
Big Data,"Big Data Engineer - Scala, Hadoop, Spark","Sunnyvale, CA","['130', '175']","If you are a Big Data Engineer with Scala, Hadoop and Spark experience, we would like to hear from you!  We are an engineering services company working with leading technology companies to develop a high performance data analytics platform that can handle petabytes of datasets.  If  you  are a truly talented Big Data engineer with super skills in Scala, Hadoop and Spark, and you are looking for an opportunity to help design and implement an amazing Big Data solution that will be deployed on a massive scale, this is your chance!What You Will Be Doing- helping design and develop Big Data analytical applications- designing, supporting and continuously enhancing the project code base, continuous integration pipeline, etc.- writing complex ETL processes and frameworks for analytics and data management- implementing large-scale near real-time streaming data processing pipelinesWhat You Need for this Position- 4+ years of Big Data experience- Bachelor's degree in Computer Science or related field (Master's degree a PLUS)- strength with Scala- strong knowledge of Hadoop and Spark- experience with data mining and stream processing technologies (Kafka, Spark Streaming, Akka Streams)- experience with version control systems, particularly Git- desire and ability to quickly learn new tools and technologies- understanding of the best practices in data quality and quality engineering- knowledge of Unix-based operating systems (bash/ssh/ps/grep etc.) - a PLUS- experience with Github-based development processes - a PLUS- experience with JVM build systems (SBT, Maven, Gradle) - A PLUSWhat's In It for You- competitive salary- strong benefits package- great work atmosphere!So, if you are a Big Data Engineer with Scala, Hadoop and Spark experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Big Data
                                    
                                
                            
                            
                                
                                    
                                    Scala
                                    
                                
                            
                            
                                
                                    
                                    Hadoop
                                    
                                
                            
                            
                                
                                    
                                    Data Mining
                                    
                                
                            
                            
                                
                                    
                                    Kafka
                                    
                                
                            
                            
                                
                                    
                                    GIT
                                    
                                
                            
                            
                                
                                    
                                    Unix
                                    
                                
                            
                            
                                
                                    
                                    Akka Streams
                                    
                                
                            
                            
                                
                                    
                                    Maven",https://www.cybercoders.com/big-data-engineer-scala-hadoop-spark-job-422922
Big Data,"Software Engineer (Big Data, Python, AWS)","New York City, NY","['100', '175']","Based in Manhattan (Union Square Park area), with another office in Cambridge, we are an alternative data intelligence firm founded at MIT that specializes in transforming real-time locations from mobile phones across the globe into objective and actionable insights on the performance of businesses, markets, and economies. Possessing the largest repository of high-quality mobile phone location data after Google and Apple, we tap into the most powerful sources of real-time data available today for measuring and forecasting economic activity across all industries. We use the latest advances in machine intelligence, distributed computing, and privacy technology to turn billions of daily location events into highly accessible information that can be easily consumed, understood,and acted upon. Due to growth, we are looking for a Software Engineer with a big data production level coding exp. to join our team.***This is a full-time direct hire opportunity and we are unable to provide or transfer sponsorship at this time***What You Will Be Doing-Develop large-scale distributed systems to convert our 5TB/day data streams into actionable investment information-Design and implement software tools to assist with analytical research-Work alongside top data scientists to solve challenging problems for the largest hedge funds and public companies in the world.What You Need for this PositionBSCS or equivalent degree or exp.Stable Job History (at least 1 year at a company)Minimum 2 years of professional development exp. (post-college and post internship)Exp. with the following:-Big data framework(s) such as Hadoop, Spark, MapReduce, Pig, Hive, HBase, HDFS, Yarn, etc.-Amazon Web Services (S3, EC2, EMR, Kinesis, etc.)-Java or PythonPluses:-Programming numerical analysis software tools such as Pandas, SciPy, R, MatLab, etc. -Knowledge of financial markets or real estate industryWhat's In It for You-Competitive salary based on exp. up to $160k (open on this)-Comprehensive benefits package including medical, dental, vision, life-Matching 401k-PTO/Sick/Holidays-Big EquitySo, if this sounds like yourself, we'd love to hear from you! Please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    AWS
                                    
                                
                            
                            
                                
                                    
                                    Big Data
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    Production Level Coding",https://www.cybercoders.com/software-engineer-big-data-python-aws-job-420883
Big Data,"Data Analytics Software Engineer - Hadoop, Python, Big Data","Irvine, CA","['80', '130']","If you are a Software Engineer with back-end development and cloud platform experience interested in building a world-class LIVE data analysis and recommendation pipeline using  Hadoop / Cassandra, Python or JAVA, please read on!Top Reasons to Work with Us1. Participate in real design and development - invent next generation LIVE Data Collection System2. Work in a language agnostic environment  with exposure to multiple web platforms (e.g. AWS, LAMP), databases (e.g. MongoDB, MySQL),  and programming languages (Java, PHP, RoR, Python, HTML5, CSS3, etc.)3. Work with Data Visualization Technologies (ie D3.JS, etc.)What You Will Be DoingDesign data pipeline,  data analysis and data collection systems with appropriate data redundancy and system security specified by stakeholders and power users. 
Work with a stack of cutting edge, up-to-date technologies and web services such as Amazon AWS, Hadoop, Cassandra, Etc. 
Building out features for: data collection, transaction services, recommendation engines, etc!What You Need for this PositionAt Least 3 Years of experience and knowledge of:

- Strong Computer Science Fundamentals - loops, classes, methods, polymorphism, etc. we need thinkers who know the fundamentals

- Python

- AWS / Cassandra / Hadoop / Hive / PIG - something related to cloud performance

- JAVA

- cloud platforms

- MongoDB / NoSQL

- ROR

- Back-end / Scaling systemsWhat's In It for YouStrong PTO Program (20+ days of PTO)
Excellent Base Salary and Annual Bonus
Great top floor location with views of Newport Beach, the Airport and IrvineSo, If you are a Software Engineer with back-end development and cloud platform experience interested in building a world-class LIVE data analysis and recommendation pipeline using  Hadoop / Cassandra, Python or JAVA, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    AWS
                                    
                                
                            
                            
                                
                                    
                                    PHP
                                    
                                
                            
                            
                                
                                    
                                    Hadoop
                                    
                                
                            
                            
                                
                                    
                                    Cassandra
                                    
                                
                            
                            
                                
                                    
                                    cloud platforms
                                    
                                
                            
                            
                                
                                    
                                    MongoDB
                                    
                                
                            
                            
                                
                                    
                                    NoSQL
                                    
                                
                            
                            
                                
                                    
                                    ROR
                                    
                                
                            
                            
                                
                                    
                                    Back-End",https://www.cybercoders.com/data-analytics-software-engineer-hadoop-python-big-data-job-139799
Big Data,"Sr.  Machine Learning Data Scientist - Big Data, Visualization","Berkeley, CA",[],"Located in beautiful Berkeley, CA, we are a Data Science as a Service (DSAAS) working with the top healthcare organizations in the U.S. on a national scale (Cigna, Blue Shield, Kaiser, etc). We have doubled our team in the past year and are looking for multiple members to handle our needs. If you have a passion for healthcare, data science, and big data, join us today.Top Reasons to Work with Us- HUGE room for Growth- Very Competitive Salary- Great Work/Life BalanceWhat You Will Be DoingInform product strategy, influence the product roadmap, and guide product decisions by: •Accessing and analyzing rich healthcare data to generate insights and make proactive recommendations. •Formulating success metrics for optimizing healthcare resources and patient experience, creating visualizations to monitor them. •Designing and analyzing experiments to test new ideas for optimizing improving our client's precious resources. •Developing models and data-driven solutions that add material insight to our clients understanding of their business and their business environmentWhat You Need for this Position*********Please note - Machine Learning and Big Data experience at advanced levels are required. •Minimum 2-5 years outside of PhD/Masters work working as a Data Scientist or Fellow.  •PhD or Masters in a quantitative discipline: Computer Science, Statistics, Applied Mathematics, Operations Research, Engineering  •Machine Learning •Big Data (Hadoop/HDFS, Pig, Hive, etc)•Visualization/Tableau •Strong programming experience in Python or RWhat's In It for YouFor your hard work, you will be rewarded with a strong compensation package that includes a competitive base salary (D.O.E), excellent medical, dental and health benefits and other cool perks.Interviews are ongoing so, please FULLY COMPLETE THE APPLICATION QUESTIONS INCLUDING THE SELF ASSESSMENT ASAP! Complete applications will receive priority!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Python/R/Julia
                                    
                                
                            
                            
                                
                                    
                                    Predictive Modeling and Analytics
                                    
                                
                            
                            
                                
                                    
                                    Machine Learning
                                    
                                
                            
                            
                                
                                    
                                    Big Data - Hadoop/Pig/Hive/Similar
                                    
                                
                            
                            
                                
                                    
                                    Visualization/Tableau
                                    
                                
                            
                            
                                
                                    
                                    Healthcare Analytics",https://www.cybercoders.com/sr-machine-learning-data-scientist-big-data-visualization-job-399745
Big Data,"Lead Architect -- AWS, Data Processing, Big Data","Boston, MA",[],"Based in Cambridge, we are a rapidly growing digital health start-up!  As we look to expand our US presence, we are actively hiring for a Senior Cloud Architect to join the team!  If you have 10+ years of AWS Cloud Architecture experience, please read on!Top Reasons to Work with UsBased in Cambridge we are an early stage, funded digital health company on a mission to provide people in emerging markets with trusted and confidential information on health services through a chat interface...You will have the chance to join as a senior engineering member of an early stage, yet already successful start-up with the chance to work closely with the leadership team and shape the technical direction of the productWe are looking for a senior level Architect who has experience creating reliable and scalable products.  Ideally you will have experience building out services in the cloud using AWS Lambda and proven experience with messaging technologies such as SNS and SQSWhat You Will Be Doing- Lead the engineering team by building out the platform- Create data driven dashboards and backend systems to enable other teams to build out data driven user acquisition and retention strategies- Scale architecture stack to enable the system to function nationally and internationallyWhat You Need for this PositionWhat you need for this position:- Experience creating highly scalable products- Ability to design, develop, test and deploy applications- Proficiency in building out services in the cloud, using AWS Lambda- Messaging technologies such as SNS or SQS- Capable in building data processing pipelines to take user data and transform into actionable information- Understanding of big data such as MongoDB, Cassandra or RDS- Ability to design and develop user testing frameworks that allow for feedback- Ability to create end-to-end development pipelinesSo, if you are a Senior Technical Architect with Cloud, AWS and data processing experience, to apply, please send over an updated resume to my email(ben.stehle@cybercoders.com) and we can discuss further!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    cloud architecture
                                    
                                
                            
                            
                                
                                    
                                    AWS Lambda
                                    
                                
                            
                            
                                
                                    
                                    Messaging technologies
                                    
                                
                            
                            
                                
                                    
                                    Data Processing Pipelines
                                    
                                
                            
                            
                                
                                    
                                    Redis",https://www.cybercoders.com/lead-architect-aws-data-processing-big-data-job-421811
Big Data,Lead Big Data Engineer (DoD security clearance required),"Reston, VA",[],"If you are a Lead Big Data Engineer with a DoD security clearance, please read on!We are a government contracting company based in Reston, VA, and we would like to think that we have one of the most talented teams around.We are currently looking to add a Big Data Engineer to our team, to work on government contracts which are lucrative and, of course, have full benefits.If you're looking for a great, stable opportunity in the Reston area, you've found it!Apply now!What You Need for this PositionAt Least 3 Years of experience and knowledge of:- Big Data- architecture- HadoopSo, if you are a Lead Big Data Engineer (DoD security clearance required) with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Big Data
                                    
                                
                            
                            
                                
                                    
                                    Architecture
                                    
                                
                            
                            
                                
                                    
                                    Hadoop",https://www.cybercoders.com/lead-big-data-engineer-dod-security-clearance-required-job-286090
Big Data,"Senior Big Data Engineer -- Java, Hadoop, Spark","San Mateo, CA","['150', '175']","If you are a Senior Software Engineer with experience developing web applications in Java with Big Data(Hadoop, Spark) experience, please read on!We are located in a brand new office space in beautiful downtown San Mateo.   We are an innovative early staged start-up that is disrupting the Big Data space and soon will be a name that will come as no surprise as to why we are leaders in the industry.Currently, we have an immediate need for top notch Engineer's who are looking to join a dynamic and innovative start-up that just closed a huge round of funding.  If you want to work with cutting edge technology and massive amounts of data, this is an opportunity you will seriously want to consider!If you have 3+ years of Java / Python experience, as well as experience dealing with data processing pipelines, please read on!Top Reasons to Work with Us1. Join a rapidly growing VC Backed start-up on the front line of dominating the big data industry2. Work with the latest and greatest cutting edge technology and frameworks with ownership on many projects3. Hiring great people who want to learn, grow and contribute is our top priority -- is that you?What You Need for this PositionRequired Skills:- 5+ years of backend development experience for web applications in Java- Experience developing data processing pipelines on Hadoop, Hive or Spark- Relational database knowledge- SQL processingBonus Points:- Scala- Familiarity with REST API's- Responsive UI Design experienceWhat's In It for YouFor your hard work, you will be rewarded with a very competitive base salary, equally competitive equity, medical, dental, vision, life/Disability benefits, flexible PTO and many other cool perks!So, if you are a Senior Software Engineer with Java and/or Python and Big Data Processing experience, we want to hear from you!  Simply apply directly, or send your updated resume(Word format please) to me at ben.stehle@cybercoders.com TODAY!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    SQL Relational Database
                                    
                                
                            
                            
                                
                                    
                                    Hadoop / Pig / Hive / HBase
                                    
                                
                            
                            
                                
                                    
                                    Scala",https://www.cybercoders.com/senior-big-data-engineer-java-hadoop-spark-job-388118
Big Data,Machine Learning Engineer -- Big Data / Analytics Giant!!,"San Mateo, CA","['100', '150']","Based in San Mateo(right near the closest train stop in a brand new office), we are a privately held, established three year Big Data Analytics start-up using a data-as -a-service to dominate the space.  Through the use of machine learning and artificial intelligence technologies, we predict what the business user wants to visualize and then connects the data to the BI tools for fast and accurate results.  It should come as no surprise that some of the most reputable company's out there like Nike, Disney and Boston Biomedical(to name a few) use our tool of choice.With the combination of funding we have closed recently along with our rapidly growing customer base, we are looking to hire talented Machine Learning enthusiasts who love data to support our aggressive growth plans that we have ahead.If you are a Machine Learning Engineer with 3+ years of experience working with Java or Python, please read on!Top Reasons to Work with Us1. Disruptive and innovative are just a few words to describe us2. We already have over 75 employee's and have been around for less than three years3. Competitive Base + Equity + Health Benefits and unlimited PTO4. We have fun and are deeply passionate about what we do and what we are trying to accomplish5. The chance to join a funded, yet established start-up in an exciting space as our first Machine Learning EngineerWhat You Need for this PositionAlthough we hire for the person, and not the skill set, qualified candidates should be well versed in a majority of the following area's:- MS Degree Required(Ph.D strong plus)- Python / Java / Scala- Machine Learning Techniques and libraries; TensorFlow, MXNET, Keras to name a few- Natural Language Processing(NLP) / Recurrent Neural Network(RNN)A few other traits we look for in our employee's:- Data and analytics guru- Passionate about open source development and machine learning- Ability to work on a small team with the chance to move into leadership role down the road- You excel in a fast-paced environment and can handle multiple tasks at onceWe are looking to interview and hire as soon as we find the right fit.  If you are interested in hearing more prior to jumping on the phone with the HM, please send over an updated resume to my email today -- ben.stehle@cybercoders.com
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Machine Learning
                                    
                                
                            
                            
                                
                                    
                                    Big Data analytics
                                    
                                
                            
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    NLP",https://www.cybercoders.com/machine-learning-engineer-big-data-analytics-giant-job-389118
Big Data,Big Data Software Engineer - TS SCI with CI Polygraph,"Arlington, VA",[],"If you are a Big Data Software Engineer - TS SCI with CI Polygraph with experience, please read on!We are in need of a full-time Big Data Engineer (with an active TS SCI with CI Polygraph) who will be located on-site at our clients in Washington, D.C.What You Will Be Doing-Design, develop, and implement Hadoop-based, big data solutions-Directly help Federal clients achieve mission objectives-Research, evaluate, and deploy new tools, frameworks and patterns to build sustainable Big Data platforms-Identify gaps and opportunities to improve existing solutions-Define and develop APIs for integration with various data sources in the enterprise-Be an active, hands-on team member and collaborate with other developers and architects to develop client solutionsWhat You Need for this Position-TS/SCI with Counter Intelligence (polygraph) federal clearance-(2 - 7) years of hands-on, large-scale, software development/integration experience using Java/JEE technologies-Prior experience using Hadoop ecosystem technologies, like: Hadoop, HDFS, Spark, MapReduce, Pig, Hive, Flume, Sqoop, Cloudera Impala, Zookeeper, Oozie, Hue, Kafka-Solid interpersonal skills developed in client-facing, systems implementation projects-Exposure with search systems (Lucene, Solr, ElasticSearch)-Exposure to high availability configurations, Hadoop cluster connectivity and tuning and Hadoop security configurations-Good understanding of relational databases and solid SQL skills-Good understanding of Operating Systems (Unix/Linux), Networks and System Administration-Intellectually curious, reliable, and flexible team player-Interest in learning and contributing to the learning of others through contributions to open source projects and mentoring of junior resources-Passionate about delivering quality-BS/MS in Computer Science or related fieldWhat's In It for You-Salary (DOE)-Comprehensive healthcare package-401K with matching-Paid time off-Paid company holidays-Other unique benefits that support an active work/life balanceSo, if you are a Big Data Software Engineer - TS SCI with CI Polygraph with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Big Data
                                    
                                
                            
                            
                                
                                    
                                    TS/SCI
                                    
                                
                            
                            
                                
                                    
                                    CI polygraph
                                    
                                
                            
                            
                                
                                    
                                    Hadoop",https://www.cybercoders.com/big-data-software-engineer-ts-sci-with-ci-polygraph-job-392696
Big Data,Sr. Software Developer - C++/Python (Cloud/Big Data Environment),"Los Angeles, CA",[],"Located in beautiful Los Angeles, CA, we're bringing robots to life and putting them to work! Our products are exceptionally complex and are coming soon to a neighborhood near you. We're passionate about building robots, AI, Machine Learning, and all new tech. Join us!!-- No New Grads Please - 3 years of work experience minimum (Even PhD's)Top Reasons to Work with Us- Competitive Salary - Huge Room for Growth!!- Robotics/AI/Get in on the ground floor of an EXTREMELY well funded Startup!What You Will Be Doing- Develop robust and scalable software for the core Miso AI platform- Optimize algorithms to improve system performance and reduce resource requirements- Work on intelligent robotic systems that interact with their environments and co-humans- Engage with other highly competent and motivated engineers and scientists- Collaborate in teams to develop high-quality work- Develop automated tests to validate your codeWhat You Need for this Position-- No New Grads Please - 3 years of work experience minimum (Even PhD's) - B.S./M.S./Ph.D. in relevant field and 3+ Years of Work Experience (outside of academia/research work) - Expert-level knowledge of Python and C++11 (C++14 preferred) including concurrency- Strong knowledge of Linux- Relevant industry experience- Rigorous approach to problem solving- Good habits around testing, documentation, and writing robust and maintainable code- Appetite for learning about artificial intelligence and roboticsWhat's In It for You- Competitive salary- Equity compensation- Gym membership- Health insurance- Opportunity to guide the future direction of the companyInterviews are ongoing so, please FULLY COMPLETE THE APPLICATION QUESTIONS INCLUDING THE SELF ASSESSMENT ASAP! Complete applications will receive priority!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    Software Development in C++
                                    
                                
                            
                            
                                
                                    
                                    Python
                                    
                                
                            
                            
                                
                                    
                                    Linux
                                    
                                
                            
                            
                                
                                    
                                    Cloud environments
                                    
                                
                            
                            
                                
                                    
                                    Big Data Environments",https://www.cybercoders.com/sr-software-developer-c-plus-plus-python-cloud-big-data-environment-job-414198
Big Data,"Senior DevOps Engineer (Cloud, Automation, Big Data Clusters)","Mountain View, CA","['120', '160']","Title: Sr. DevOps EngineerSalary: $120K - $165K + bonus + benefitsLocation: Mountain View, CASpecialties: Cloud, Automation, Chef, Big Data Clusters, CI / CD, ScriptingTop Reasons to Work with UsBased in downtown Mountain View area, we are a large and exciting international software company providing cutting edge enterprise software.  Our R&D Lab consist of the brightest and most talented engineers that are focused on accelerating growth for enterprises by fueling innovation and bringing products to market.Currently we are looking for a Senior DevOps Engineer / Site Reliability Engineer to be a part of creating our company's next generation Data Ai Platform.  The ideal candidate will have experience with Cloud Platforms, Automation, CI / CD, and managing Big Data ClustersIf this sounds like a match for you, apply today or send your resume directly to lowell.santos@cybercoders.com! We are actively interviewing this week and next week.What You Will Be Doing• Architect, document and continue to develop our CI system (Jenkins)• Maintain and evolve our automation scripts with Chef• Manage robust monitoring and alerting infrastructure• Manage our big data clusters• Support several Linux servers running our SaaS platform stack in multiple 24x7 data centers.What You Need for this Position1.) Experience with Cloud Infrastructure Platforms, such as AWS, Digital Ocean and Google Cloud2.) Experience with large clusters of servers (high volume of data and high volume of users)3.) Experience with Chef to automate IT infrastructure / operating system configuration management tools4.) Experience automating systems administration tasks – BASH/Shell scripting required.5.) Experience with monitoring tools (e.g., Zabbix , Nagios, Prometheus, Collectd)6.) Bachelor's Degree in CS or EngineeringWhat's In It for You• Competitive salary ($120K - 165K, DOE)• Bonus• Excellent benefits package• A great and fun working environment, and other cool perks!So, if you are a Sr. DevOps Engineer with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    DevOps Engineering
                                    
                                
                            
                            
                                
                                    
                                    AWS
                                    
                                
                            
                            
                                
                                    
                                    Large Clusters of Servers
                                    
                                
                            
                            
                                
                                    
                                    Automation
                                    
                                
                            
                            
                                
                                    
                                    Chef
                                    
                                
                            
                            
                                
                                    
                                    Automating systems administration tasks
                                    
                                
                            
                            
                                
                                    
                                    Site Reliability
                                    
                                
                            
                            
                                
                                    
                                    Continuous Integration
                                    
                                
                            
                            
                                
                                    
                                    Continuous deployment
                                    
                                
                            
                            
                                
                                    
                                    Scripting",https://www.cybercoders.com/senior-devops-engineer-cloud-automation-big-data-clusters-job-421902
Big Data,"Software Engineer, Big Data - ACTIVE TS/SCI w FS Poly - 12124","Anne Arundel County, MD",[],"Software Engineer, Big Data - ACTIVE TS/SCI w FS Poly We are hiring an experienced Software Engineer to join a ten person development team that is working with geospatial technologies, and developing and testing software for applications running large scale data analytics. The candidate will have the opportunity to work individually and on team tasks.What You Will Be DoingThe qualified candidate will be responsible for the development and testing of services and products and will be exposed to additional Big Data tools and technologies such as Map Reduce, Hadoop and Pig.What You Need for this PositionQualifications:Candidates must have an ACTIVE TS/SCI with FS Polygraph Clearance.Seven (7) years of experience as a Software Engineer in similar scope and complexity.Experience using object oriented programming languages such as Java.Willingness to learn geospatial technologies.Knowledge of Map Reduce, Eclipse, Pig, Hadoop and Maven are desired.Understanding and experience reviewing and testing software components for adherence to the design requirements.What's In It for You- Salary DOE- Company contribution into your 401k retirement plan up to 10%- Flexible schedule- 38 days paid leave - And more!So, if you are a Software Engineer, Big Data - ACTIVE TS/SCI w FS Poly with experience, please apply today!
                

                    Applicants must be authorized to work in the U.S.","Preferred Skills
                
                    
                            
                                
                                    
                                    TS/SCI with FS Polygraph Clearance
                                    
                                
                            
                            
                                
                                    
                                    Java
                                    
                                
                            
                            
                                
                                    
                                    Map Reduce
                                    
                                
                            
                            
                                
                                    
                                    Eclipse
                                    
                                
                            
                            
                                
                                    
                                    Pig
                                    
                                
                            
                            
                                
                                    
                                    Hadoop
                                    
                                
                            
                            
                                
                                    
                                    Maven",https://www.cybercoders.com/software-engineer-big-data-active-ts-sci-w-fs-poly-12124-job-397800
